Store,Dept,SKU_ID,Total_Sales,Avg_Weekly_Demand,Demand_StdDev,Weeks_Observed,Store_Size,Forecasted_Weekly_Demand,Lead_Time_Weeks,Safety_Stock_Value,Reorder_Point_Value,Stock_Cover_Weeks,Current_Stock_Value,Stock_Status,Cumulative_Sales,Cumulative_Sales_Percentage,ABC_Class,Action_Recommendation
5,27,5_27,49859.85,380.6095419847328,192.31428023645444,131,34875,394.23175048828125,3,549.611872244454,1732.3071237092977,8,3044.8763358778624,Stock Sufficient,6171299099.049998,0.9991539877777672,C,Review Overstock Risk
17,60,17_60,49841.0,380.46564885496184,141.0536645126966,131,93188,502.90399169921875,2,329.1420088708621,1334.9499922692996,5,1902.328244274809,Stock Sufficient,6171348940.049998,0.999162057202552,C,Stock Sufficient
10,80,10_80,49522.85,378.03702290076336,260.7269030693719,131,126512,336.65093994140625,1,430.19939006446356,766.8503300058699,8,3024.296183206107,Stock Sufficient,6171398462.899999,0.9991700751177868,C,Review Overstock Risk
43,5,43_5,49001.17,662.177972972973,428.47060821810607,74,41062,1029.5955810546875,4,1413.9530071197498,5532.3353313385,1,662.177972972973,Reorder Required,6171447464.069999,0.9991780085712826,C,Reorder Required - Low Priority
44,60,44_60,48689.2,371.6732824427481,102.30389783116956,131,39910,384.3958740234375,2,238.72127366417794,1007.5130217110529,3,1115.0198473282442,Stock Sufficient,6171496153.269999,0.9991858915157908,C,Stock Sufficient
30,7,30_7,48661.39,371.4609923664122,196.1038134209491,131,42988,230.12286376953125,3,560.4419178651007,1250.8105091736943,6,2228.765954198473,Stock Sufficient,6171544814.659999,0.9991937699577671,C,Review Overstock Risk
14,60,14_60,48655.76,371.4180152671756,149.40207338392312,131,200898,379.4261474609375,2,348.6226234032374,1107.4749183251124,4,1485.6720610687023,Stock Sufficient,6171593470.419999,0.9992016474882274,C,Stock Sufficient
7,35,7_35,48494.4,373.0338461538462,211.1365810621452,130,70713,101.48731994628906,2,492.67715714443403,695.6517970370121,1,373.0338461538462,Reorder Required,6171641964.819999,0.9992094988939634,C,Reorder Required - Low Priority
38,10,38_10,48279.0,368.5419847328244,61.19763257638004,131,39690,353.4085388183594,1,100.97609375102705,454.38463256938644,2,737.0839694656488,Stock Sufficient,6171690243.819999,0.9992173154257181,C,Stock Sufficient
26,28,26_28,48266.74,368.44839694656486,135.18718674954593,131,152513,452.5315856933594,4,446.11771627350157,2256.244059046939,2,736.8967938931297,Reorder Required,6171738510.5599985,0.9992251299725378,C,Reorder Required - Low Priority
16,93,16_93,46110.84,1047.9736363636364,222.5098586693947,44,57197,823.46728515625,3,635.9073276605969,3106.309183129347,2,2095.947272727273,Reorder Required,6171784621.399999,0.9992325954719288,C,Reorder Required - Low Priority
33,74,33_74,46066.56,351.65312977099234,94.93949126505596,131,39690,381.6468505859375,1,156.65016058734233,538.2970111732798,5,1758.2656488549617,Stock Sufficient,6171830687.959999,0.9992400538022397,C,Stock Sufficient
15,83,15_83,45948.36,350.7508396946565,168.49591561376272,131,123737,254.49685668945312,2,393.177194958002,902.1709083369083,5,1753.7541984732825,Stock Sufficient,6171876636.319999,0.9992474929955746,C,Stock Sufficient
25,80,25_80,45457.31,363.65848,250.43024792201888,125,128107,600.9967651367188,1,413.20990907133114,1014.2066742080499,5,1818.2924,Stock Sufficient,6171922093.629999,0.9992548526862705,C,Stock Sufficient
33,87,33_87,45254.2,348.10923076923075,186.22643114436798,130,39690,277.0933837890625,3,532.2135067495495,1363.4936581167372,6,2088.6553846153847,Stock Sufficient,6171967347.829999,0.9992621794927771,C,Review Overstock Risk
3,97,3_97,45249.11,353.508671875,159.94032087478524,128,37392,429.1488342285156,3,457.09085719109527,1744.537359876642,3,1060.5260156250001,Reorder Required,6172012596.939999,0.9992695054751957,C,Reorder Required - Low Priority
18,80,18_80,45091.22,406.22720720720724,340.3606201400647,111,120653,700.785888671875,2,794.2152984146646,2195.7870757584146,1,406.22720720720724,Reorder Required,6172057688.159999,0.9992768058946947,C,Reorder Required - Low Priority
30,87,30_87,43875.81,334.92984732824425,122.6903370841513,131,42988,260.89630126953125,4,404.87811237769927,1448.4633174558244,2,669.8596946564885,Reorder Required,6172101563.969999,0.9992839095352452,C,Reorder Required - Low Priority
9,48,9_48,43614.0,807.6666666666666,648.196569300417,54,125833,1462.809814453125,1,1069.5243393456878,2532.3341537988126,1,807.6666666666666,Reorder Required,6172145177.969999,0.9992909707878799,C,Reorder Required - Low Priority
42,60,42_60,43514.2,332.16946564885495,89.81434346055612,131,39690,244.5176544189453,3,256.67896010150577,990.2319233583416,1,332.16946564885495,Reorder Required,6172188692.169999,0.9992980158825604,C,Reorder Required - Low Priority
37,17,37_17,42692.74,325.8987786259542,111.06546820559277,131,39910,377.6465148925781,3,317.4122059325454,1450.3517506102799,6,1955.3926717557251,Stock Sufficient,6172231384.909999,0.9993049279801165,C,Review Overstock Risk
21,94,21_94,42468.41,505.5763095238096,1172.3641543631456,84,140167,120.19419860839844,3,3350.480562543659,3711.063158368854,7,3539.0341666666673,Reorder Required,6172273853.319999,0.9993118037578943,C,Reorder Required - Low Priority
3,91,3_91,42388.2,323.5740458015267,146.22325292183876,131,37392,405.6473083496094,1,241.26836732103394,646.9156756706433,5,1617.8702290076335,Stock Sufficient,6172316241.519999,0.9993186665494046,C,Stock Sufficient
29,59,29_59,42277.98,322.7326717557252,490.05799814499875,131,93638,139.58285522460938,2,1143.5270010880095,1422.6927115372282,3,968.1980152671756,Reorder Required,6172358519.499998,0.9993255114959279,C,Reorder Required - Low Priority
44,17,44_17,42240.4,322.44580152671756,129.33366315883646,131,39910,327.23748779296875,3,369.6205849381713,1351.3330483170776,5,1612.2290076335878,Stock Sufficient,6172400759.899998,0.9993323503581233,C,Stock Sufficient
15,59,15_59,42213.78,322.2425954198473,457.16123979584444,131,123737,160.80796813964844,2,1066.7639820924603,1388.3799183717572,6,1933.455572519084,Stock Sufficient,6172442973.679997,0.9993391849104515,C,Review Overstock Risk
33,16,33_16,42095.45,321.3393129770992,131.52206891849482,131,39690,162.5638427734375,2,306.90048446624206,632.028170013117,3,964.0179389312976,Stock Sufficient,6172485069.129997,0.9993460003047566,C,Stock Sufficient
40,28,40_28,41466.66,316.5393893129771,120.23606740815357,131,155083,363.6732177734375,1,198.38951122345338,562.0627289968909,7,2215.7757251908397,Stock Sufficient,6172526535.789997,0.9993527138958553,C,Review Overstock Risk
16,80,16_80,41300.47,389.6270754716981,366.83794259790113,106,57197,599.2970581054688,2,855.9988694647413,2054.592985675679,4,1558.5083018867924,Reorder Required,6172567836.259997,0.9993594005802365,C,Reorder Required - Low Priority
33,3,33_3,40142.75,306.4332061068702,265.4698015515054,131,39690,348.8751525878906,1,438.02517255998384,786.9003251478745,3,919.2996183206106,Stock Sufficient,6172607979.009997,0.9993658998258733,C,Stock Sufficient
8,28,8_28,39477.88,301.3578625954198,145.61386906159962,131,155078,259.0144348144531,4,480.5257679032787,1516.5835071610911,2,602.7157251908396,Reorder Required,6172647456.8899975,0.9993722914268309,C,Reorder Required - Low Priority
36,11,36_11,38830.98,298.6998461538462,106.23049080523133,130,39910,212.38427734375,1,175.2803098286317,387.6645871723817,6,1792.199076923077,Stock Sufficient,6172686287.869997,0.9993785782925124,C,Review Overstock Risk
40,41,40_41,38329.9,292.5946564885496,201.2412833747196,131,155083,383.688232421875,2,469.5869512255279,1236.9634160692779,1,292.5946564885496,Reorder Required,6172724617.769997,0.9993847840316641,C,Reorder Required - Low Priority
37,18,37_18,38021.33,528.0740277777778,420.1027149707581,72,39910,500.8536682128906,3,1200.6047570995158,2703.165761738188,4,2112.2961111111113,Reorder Required,6172762639.099997,0.9993909398122997,C,Reorder Required - Low Priority
16,28,16_28,37706.22,287.83374045801526,176.33982176614768,131,57197,223.94839477539062,2,411.4805764214316,859.3773659722128,5,1439.1687022900762,Stock Sufficient,6172800345.319997,0.9993970445755711,C,Stock Sufficient
33,17,33_17,36704.48,280.18687022900764,107.99755736613804,131,39690,183.2821044921875,2,252.007157045092,618.571366029467,6,1681.121221374046,Stock Sufficient,6172837049.799996,0.9994029871537824,C,Review Overstock Risk
42,74,42_74,36574.61,297.3545528455285,112.0658648635983,123,39690,431.6366271972656,3,320.27122336753513,1615.181104959332,7,2081.4818699186994,Stock Sufficient,6172873624.409996,0.9994089087056057,C,Review Overstock Risk
12,94,12_94,36074.13,405.32730337078647,833.636252566217,89,112238,183.4833526611328,1,1375.4998167342578,1558.9831693953906,5,2026.6365168539323,Stock Sufficient,6172909698.539996,0.9994147492280414,C,Stock Sufficient
25,83,25_83,35978.02,274.6413740458015,137.14804201055242,131,128107,232.68304443359375,3,391.95317191943155,1090.0023052202127,7,1922.4896183206106,Stock Sufficient,6172945676.559997,0.9994205741899463,C,Review Overstock Risk
10,83,10_83,35828.17,273.4974809160305,115.43010304837841,131,126512,238.7256622314453,1,190.45967002982437,429.18533226126965,5,1367.4874045801525,Stock Sufficient,6172981504.729997,0.9994263748906345,C,Stock Sufficient
9,94,9_94,35032.58,565.0416129032259,1263.0765668264962,62,125833,85.14225006103516,1,2084.0763352637186,2169.218585324754,7,3955.291290322581,Stock Sufficient,6173016537.309997,0.9994320467826376,C,Review Overstock Risk
34,28,34_28,34745.45,265.23244274809156,111.18552825789463,131,158114,246.77996826171875,2,259.44613530318713,753.0060718266246,3,795.6973282442747,Stock Sufficient,6173051282.759996,0.9994376721873324,C,Stock Sufficient
10,94,10_94,34583.02,437.759746835443,1018.2268835515565,79,126512,156.68284606933594,2,2375.983942680977,2689.349634819649,2,875.519493670886,Reorder Required,6173085865.779997,0.9994432712940663,C,Reorder Required - Low Priority
40,59,40_59,34437.02,264.90015384615384,276.8623431187158,130,155083,188.84164428710938,4,913.645732291762,1669.0123094401995,6,1589.400923076923,Reorder Required,6173120302.799997,0.9994488467629115,C,Reorder Required - Low Priority
30,74,30_74,34299.61,261.82908396946567,199.04315980151094,131,42988,209.152587890625,2,464.4577345466718,882.7629103279219,6,1570.974503816794,Stock Sufficient,6173154602.409997,0.9994543999846173,C,Review Overstock Risk
37,56,37_56,34153.27,328.3968269230769,337.76629396142505,104,39910,193.3972930908203,4,1114.6287700727025,1888.2179424359838,7,2298.7777884615384,Stock Sufficient,6173188755.679997,0.9994599295133874,C,Review Overstock Risk
15,98,15_98,33856.47,294.4040869565217,197.79834966359428,115,123737,358.8207702636719,4,652.7345538898611,2088.0176349445487,1,294.4040869565217,Reorder Required,6173222612.149998,0.9994654109892436,C,Reorder Required - Low Priority
17,96,17_96,33789.07,938.5852777777777,363.399406481834,36,93188,886.5608520507812,2,847.9752091881558,2621.096913289718,1,938.5852777777777,Reorder Required,6173256401.219997,0.9994708815528139,C,Reorder Required - Low Priority
26,59,26_59,33482.57,255.59213740458014,297.84088765133436,131,152513,176.24961853027344,4,982.8749292494033,1687.873403370497,8,2044.7370992366411,Stock Sufficient,6173289883.789997,0.9994763024930081,C,Review Overstock Risk
36,5,36_5,32853.48,325.2819801980198,320.2906802141448,101,39910,297.3731994628906,4,1056.9592447066777,2246.4520425582405,3,975.8459405940595,Reorder Required,6173322737.269997,0.9994816215814248,C,Reorder Required - Low Priority
44,18,44_18,32569.01,417.55141025641024,352.8967722974884,78,39910,469.2929382324219,4,1164.5593485817117,3041.731101511399,2,835.1028205128205,Reorder Required,6173355306.279997,0.9994868946131962,C,Reorder Required - Low Priority
20,99,20_99,32550.75,1017.2109375,2458.07793151788,32,203742,286.93585205078125,4,8111.657174009004,9259.400582212129,3,3051.6328125,Reorder Required,6173387857.029997,0.9994921646886124,C,Reorder Required - Low Priority
42,18,42_18,32402.32,352.1991304347826,419.7609893073563,92,39690,530.6723022460938,2,979.4922786554581,2040.8368831476455,2,704.3982608695652,Reorder Required,6173420259.349997,0.9994974107327145,C,Reorder Required - Low Priority
39,60,39_60,32121.2,458.87428571428575,194.19347940941418,70,184109,517.6679077148438,2,453.14123630360297,1488.4770517332904,2,917.7485714285715,Reorder Required,6173452380.549996,0.9995026112625474,C,Reorder Required - Low Priority
31,60,31_60,31791.2,264.9266666666667,100.40981214677251,120,203750,357.7773132324219,4,331.35238008434925,1762.4616330140368,5,1324.6333333333334,Reorder Required,6173484171.749996,0.9995077583642752,C,Reorder Required - Low Priority
7,98,7_98,31409.55,243.4848837209302,124.93472602045713,129,70713,167.0034942626953,2,291.52923351667056,625.5362220420611,5,1217.424418604651,Stock Sufficient,6173515581.299996,0.9995128436755902,C,Stock Sufficient
5,60,5_60,31324.8,239.1206106870229,72.54696804093115,131,34875,256.1365051269531,1,119.70249726753639,375.8390023944895,4,956.4824427480916,Stock Sufficient,6173546906.099997,0.9995179152655965,C,Stock Sufficient
36,87,36_87,31216.15,291.7397196261682,142.6976380683927,107,39910,126.13514709472656,3,407.81327276997604,786.2187140541557,7,2042.1780373831775,Stock Sufficient,6173578122.249996,0.9995229692648039,C,Review Overstock Risk
9,28,9_28,31123.86,237.58671755725192,100.1748082368843,131,125833,241.59796142578125,1,165.28843359085909,406.88639501664034,5,1187.9335877862595,Stock Sufficient,6173609246.109996,0.9995280083219513,C,Stock Sufficient
36,21,36_21,30742.25,234.6736641221374,57.791382378691814,131,39910,158.83041381835938,2,134.8534386345885,452.5142662713073,6,1408.0419847328244,Stock Sufficient,6173639988.359996,0.999532985595162,C,Review Overstock Risk
8,60,8_60,30735.0,234.61832061068702,72.31611141001463,131,155078,275.80810546875,2,168.7462021313086,720.3624130688086,4,938.4732824427481,Stock Sufficient,6173670723.359996,0.9995379616945734,C,Stock Sufficient
23,94,23_94,30660.989999999998,393.08961538461534,752.9675025264299,78,114533,228.28428649902344,2,1757.0138092634738,2213.5823822615207,2,786.1792307692307,Reorder Required,6173701384.349996,0.9995429258115179,C,Reorder Required - Low Priority
44,87,44_87,29980.07,228.8554961832061,124.27769708453938,131,39910,375.16094970703125,2,289.99608778379394,1040.3179871978564,7,1601.9884732824428,Stock Sufficient,6173731364.419995,0.9995477796852346,C,Review Overstock Risk
30,18,30_18,28054.45,379.1141891891892,415.56427930662534,74,42988,325.5224914550781,2,969.6994557248303,1620.7444386349866,7,2653.799324324324,Stock Sufficient,6173759418.869995,0.9995523217946255,C,Review Overstock Risk
12,83,12_83,27467.48,209.67541984732824,69.6746547921071,131,112238,259.8893737792969,2,162.58248890509137,682.3612364636851,7,1467.7279389312978,Stock Sufficient,6173786886.349995,0.999556768871608,C,Review Overstock Risk
37,72,37_72,27459.13,211.22407692307692,99.34625720017821,130,39910,232.03558349609375,3,283.92006227064815,980.0268127589294,2,422.44815384615384,Reorder Required,6173814345.479995,0.9995612145966977,C,Reorder Required - Low Priority
3,59,3_59,26909.52,251.49084112149532,518.8603363870678,107,37392,59.04708480834961,3,1482.8425666802223,1659.983821105271,2,502.98168224299064,Reorder Required,6173841254.999995,0.9995655713380881,C,Reorder Required - Low Priority
38,18,38_18,26644.29,337.2694936708861,320.53958571445867,79,39690,331.84173583984375,2,747.963858501487,1411.6473301811745,7,2360.8864556962026,Stock Sufficient,6173867899.289995,0.9995698851378534,C,Review Overstock Risk
29,60,29_60,26622.4,271.65714285714284,168.03041207306285,98,93638,221.93028259277344,1,277.2501799205537,499.18046251332714,8,2173.2571428571428,Stock Sufficient,6173894521.689995,0.9995741953935543,C,Review Overstock Risk
30,10,30_10,26117.96,199.37374045801525,53.50798820788534,131,42988,208.06771850585938,2,124.8583423211703,540.9937793328891,5,996.8687022900763,Stock Sufficient,6173920639.649995,0.9995784239787303,C,Stock Sufficient
3,94,3_94,26115.66,621.8014285714286,1340.996713869078,42,37392,208.80235290527344,3,3832.4128279868423,4458.819886702662,7,4352.61,Reorder Required,6173946755.309995,0.9995826521915285,C,Reorder Required - Low Priority
6,60,6_60,25851.27,327.2312658227848,109.71438045153576,79,202505,394.9901428222656,4,362.057455490068,1942.0180267791304,4,1308.9250632911392,Reorder Required,6173972606.579995,0.9995868375987006,C,Reorder Required - Low Priority
5,28,5_28,25767.99,196.70221374045803,72.1425670278605,131,34875,140.48550415039062,2,168.3412445800971,449.31225288087836,3,590.106641221374,Stock Sufficient,6173998374.569995,0.9995910095225616,C,Stock Sufficient
14,99,14_99,25085.88,865.0303448275862,1756.028063318064,29,200898,602.3075561523438,3,5018.5242115530455,6825.446880010077,5,4325.151724137931,Reorder Required,6174023460.449995,0.9995950710105299,C,Reorder Required - Low Priority
33,21,33_21,25021.89,191.00679389312975,62.71663444251179,131,39690,65.46916198730469,3,179.2368556013551,375.64434156326917,5,955.0339694656487,Stock Sufficient,6174048482.339995,0.9995991221383029,C,Stock Sufficient
4,99,4_99,24850.18,828.3393333333333,1839.708118376453,30,205863,494.80999755859375,2,4292.871283496181,5282.491278613368,8,6626.714666666667,Stock Sufficient,6174073332.519996,0.9996031454656519,C,Review Overstock Risk
36,10,36_10,24833.1,189.5656488549618,59.14540170824437,131,39910,225.17092895507812,4,195.17982563720642,1095.863541457519,6,1137.3938931297707,Stock Sufficient,6174098165.619996,0.9996071660276918,C,Review Overstock Risk
20,54,20_54,24603.32,195.26444444444445,208.59995314881763,126,203742,164.71693420410156,2,486.75805670819267,816.1919251163959,5,976.3222222222223,Stock Sufficient,6174122768.939996,0.9996111493875801,C,Stock Sufficient
37,12,37_12,24509.1,187.09236641221372,61.296451419839194,131,39910,221.14065551757812,2,143.03235032341226,585.3136613585685,8,1496.7389312977098,Stock Sufficient,6174147278.039996,0.9996151174929352,C,Review Overstock Risk
2,60,2_60,24469.8,247.16969696969696,92.14254424591998,99,202307,398.1626892089844,4,304.07039601153593,1896.7211528474734,1,247.16969696969696,Reorder Required,6174171747.839996,0.9996190792354885,C,Reorder Required - Low Priority
21,83,21_83,24199.38,184.72809160305346,101.04751101197205,131,140167,192.6400146484375,2,235.78955485333964,621.0695841502146,7,1293.0966412213743,Stock Sufficient,6174195947.219996,0.9996229971961385,C,Review Overstock Risk
43,42,43_42,24066.45,183.71335877862597,36.01655212667316,131,41062,168.21939086914062,4,118.85462201802143,791.732185494584,6,1102.2801526717558,Stock Sufficient,6174220013.669996,0.9996268936349761,C,Review Overstock Risk
7,28,7_28,24032.35,183.4530534351145,74.9372832634898,131,70713,226.876708984375,1,123.64651738475817,350.52322636913317,6,1100.718320610687,Stock Sufficient,6174244046.019997,0.9996307845529099,C,Review Overstock Risk
11,54,11_54,24025.56,193.75451612903228,220.03872275754574,124,207499,142.18516540527344,3,628.8451082902418,1055.400604506062,2,387.50903225806456,Reorder Required,6174268071.579997,0.9996346743715198,C,Reorder Required - Low Priority
23,54,23_54,23986.94,184.51492307692305,218.93207513133348,130,114533,138.97093200683594,2,510.86757131720844,788.8094353308803,3,553.5447692307691,Reorder Required,6174292058.519997,0.9996385579374223,C,Reorder Required - Low Priority
33,11,33_11,23961.92,182.91541984732822,60.75572900190683,131,39690,139.691162109375,2,141.7706003114957,421.15292453024574,5,914.5770992366411,Stock Sufficient,6174316020.439997,0.9996424374525031,C,Stock Sufficient
36,26,36_26,23475.04,179.19877862595422,157.0892931376826,131,39910,133.05514526367188,1,259.1973336771763,392.25247894084816,7,1254.3914503816795,Stock Sufficient,6174339495.479997,0.9996462381400817,C,Review Overstock Risk
45,60,45_60,23350.8,178.2503816793893,86.31451021079901,131,118221,265.1377868652344,3,246.67684324061875,1042.090203836322,4,713.0015267175572,Reorder Required,6174362846.279997,0.9996500187127882,C,Reorder Required - Low Priority
22,98,22_98,23329.63,183.69787401574803,159.84994929089427,127,119557,162.75253295898438,4,527.504832659951,1178.5149644958885,6,1102.187244094488,Reorder Required,6174386175.909997,0.9996537958580008,C,Reorder Required - Low Priority
11,99,11_99,23310.02,647.5005555555556,1496.2202725361842,36,207499,213.92250061035156,4,4937.526899369408,5793.216901810814,7,4532.503888888889,Reorder Required,6174409485.929997,0.999657569828289,C,Reorder Required - Low Priority
26,48,26_48,23208.0,595.0769230769231,481.8609421932182,39,152513,680.4763793945312,1,795.07055461881,1475.5469340133413,8,4760.615384615385,Stock Sufficient,6174432693.929997,0.9996613272811974,C,Review Overstock Risk
42,42,42_42,23005.92,175.6177099236641,34.53395349429282,131,39690,163.5432586669922,2,80.58333590008456,407.6698532340689,4,702.4708396946564,Stock Sufficient,6174455699.8499975,0.9996650520166771,C,Stock Sufficient
38,72,38_72,22963.15,175.29122137404582,81.11392746788925,131,39690,336.26055908203125,1,133.83798032201727,470.09853940404855,5,876.4561068702291,Stock Sufficient,6174478662.999997,0.9996687698275506,C,Stock Sufficient
10,54,10_54,22874.18,185.9689430894309,210.4862213192759,123,126512,133.77798461914062,2,491.1595736559351,758.7155428942164,2,371.9378861788618,Reorder Required,6174501537.179997,0.9996724732338833,C,Reorder Required - Low Priority
21,60,21_60,22784.4,188.300826446281,83.92159485284242,121,140167,228.51881408691406,3,239.8381691266008,925.394611387343,5,941.504132231405,Stock Sufficient,6174524321.579997,0.9996761621045334,C,Stock Sufficient
5,94,5_94,22606.45,370.59754098360656,874.607592261916,61,34875,217.6640167236328,3,2499.5268976971524,3152.518947868051,1,370.59754098360656,Reorder Required,6174546928.029997,0.9996798221644825,C,Reorder Required - Low Priority
36,18,36_18,22488.260000000002,292.0553246753247,426.23299225702846,77,39910,225.50624084472656,1,703.2844372240969,928.7906780688235,4,1168.2212987012988,Stock Sufficient,6174569416.289997,0.999683463089075,C,Stock Sufficient
15,94,15_94,22403.75,306.9006849315069,767.6422701965936,73,123737,83.85560607910156,2,1791.2566807787762,1958.9678929369793,5,1534.5034246575344,Reorder Required,6174591820.039997,0.9996870903312155,C,Reorder Required - Low Priority
9,59,9_59,22398.2,233.31458333333333,418.91690549726394,96,125833,73.3920669555664,2,977.5226492816381,1124.306783192771,7,1633.2020833333333,Stock Sufficient,6174614218.239997,0.9996907166747924,C,Review Overstock Risk
35,54,35_54,22092.13,190.44939655172413,240.88189707023315,116,103681,127.8057861328125,2,562.086435515358,817.698007780983,8,1523.595172413793,Stock Sufficient,6174636310.369997,0.9996942934646115,C,Review Overstock Risk
33,18,33_18,21529.71,312.02478260869566,409.0551928551821,69,39690,212.37298583984375,4,1349.8821364221008,2199.3740797814758,4,1248.0991304347826,Reorder Required,6174657840.079997,0.9996977791967494,C,Reorder Required - Low Priority
3,28,3_28,21242.77,162.15854961832062,77.5449787406007,131,37392,97.33126831054688,1,127.94921492199114,225.28048323253802,6,972.9512977099237,Stock Sufficient,6174679082.8499975,0.9997012184723406,C,Review Overstock Risk
10,98,10_98,21188.6,227.83440860215052,316.34962459163125,93,126512,449.8439025878906,4,1043.953761152383,2843.3293715039454,8,1822.6752688172041,Reorder Required,6174700271.449998,0.9997046489776275,C,Reorder Required - Low Priority
36,60,36_60,20457.0,156.16030534351145,97.23642058990457,131,39910,79.65198516845703,4,320.88018794668506,639.4881286205132,1,156.16030534351145,Reorder Required,6174720728.449998,0.9997079610344245,C,Reorder Required - Low Priority
44,10,44_10,20297.12,154.93984732824427,61.551664852628946,131,39910,94.66937255859375,4,203.1204940136755,581.7979842480505,8,1239.5187786259542,Stock Sufficient,6174741025.569998,0.9997112472061143,C,Review Overstock Risk
43,9,43_9,20189.62,154.11923664122136,110.00338487532184,131,41062,155.771240234375,2,256.68766001608543,568.2301404848354,1,154.11923664122136,Reorder Required,6174761215.189998,0.999714515973194,C,Reorder Required - Low Priority
37,9,37_9,20091.38,154.54907692307694,97.85515455002636,130,39910,108.48143005371094,4,322.922010015087,756.8477302299307,4,618.1963076923078,Reorder Required,6174781306.569998,0.9997177688348889,C,Reorder Required - Low Priority
17,98,17_98,19091.34,168.9499115044248,171.87131803586357,113,93188,262.05841064453125,2,401.0535357662754,925.170357055338,1,168.9499115044248,Reorder Required,6174800397.909998,0.9997208597867594,C,Reorder Required - Low Priority
6,54,6_54,18920.84,150.16539682539684,140.45128892054097,126,202505,156.75076293945312,3,401.3934678582059,871.6457566765653,1,150.16539682539684,Reorder Required,6174819318.749998,0.999723923134109,C,Reorder Required - Low Priority
29,98,29_98,18555.65,149.64233870967743,111.29583847550475,124,93638,180.9710235595703,4,367.27626696916565,1091.1603612074468,4,598.5693548387097,Reorder Required,6174837874.399998,0.9997269273559746,C,Reorder Required - Low Priority
25,60,25_60,18258.0,207.47727272727272,79.25979068899119,88,128107,267.7302551269531,3,226.51527437650213,1029.7060397573614,3,622.4318181818181,Reorder Required,6174856132.399998,0.9997298833873087,C,Reorder Required - Low Priority
3,60,3_60,18169.8,138.70076335877863,45.547171652767275,131,37392,139.008544921875,4,150.305666454132,706.339846141632,4,554.8030534351145,Reorder Required,6174874302.199998,0.9997328251387675,C,Reorder Required - Low Priority
42,9,42_9,18130.89,138.40374045801525,74.61691172851738,131,39690,150.45880126953125,3,213.24646565916234,664.6228694677561,5,692.0187022900762,Stock Sufficient,6174892433.089998,0.999735760590567,C,Stock Sufficient
33,26,33_26,18080.46,138.01877862595418,212.34732099167846,131,39690,63.91685104370117,2,495.5023611120408,623.3360631994431,3,414.0563358778626,Reorder Required,6174910513.549998,0.9997386878775807,C,Reorder Required - Low Priority
16,48,16_48,17990.0,642.5,624.943404844998,28,57197,1039.1077880859375,3,1786.0156529269268,4903.3390171847395,7,4497.5,Reorder Required,6174928503.549998,0.9997416005188174,C,Reorder Required - Low Priority
44,85,44_85,17859.62,141.74301587301588,88.70734163321404,126,39910,117.3816146850586,2,206.9943572725954,441.75758664271257,4,566.9720634920635,Stock Sufficient,6174946363.169998,0.9997444920510956,C,Stock Sufficient
29,94,29_94,17756.46,257.34,588.0122232798147,69,93638,43.016597747802734,3,1680.470626217087,1809.5204194604953,8,2058.72,Stock Sufficient,6174964119.629998,0.9997473668814243,C,Review Overstock Risk
35,94,35_94,17538.77,265.7389393939394,553.9561127329874,66,103681,93.14421844482422,2,1292.6302085176756,1478.918645407324,3,797.2168181818182,Reorder Required,6174981658.399999,0.9997502064670133,C,Reorder Required - Low Priority
37,28,37_28,17429.91,133.05274809160306,57.202550427990744,131,39910,71.41871643066406,2,133.47942731903242,276.31686018036055,2,266.1054961832061,Reorder Required,6174999088.3099985,0.9997530284278037,C,Reorder Required - Low Priority
13,99,13_99,17347.0,559.5806451612904,1197.5935987663913,31,219622,379.529296875,1,1976.0294379645457,2355.5587348395457,8,4476.645161290323,Stock Sufficient,6175016435.3099985,0.9997558369651873,C,Review Overstock Risk
37,59,37_59,16989.53,129.69106870229007,63.67737287115549,131,39910,77.70144653320312,2,148.58811714561654,303.9910102120228,2,259.38213740458013,Reorder Required,6175033424.839998,0.9997585876269811,C,Reorder Required - Low Priority
16,96,16_96,16904.26,129.04015267175572,103.85235704139527,131,57197,84.3005142211914,3,296.79797215444205,549.6995148180163,5,645.2007633587787,Stock Sufficient,6175050329.099998,0.9997613244832765,C,Stock Sufficient
37,85,37_85,16470.26,126.69430769230767,64.61436223980338,130,39910,69.78400421142578,2,150.77453721596962,290.3425456388212,7,886.8601538461537,Stock Sufficient,6175066799.359999,0.9997639910735187,C,Review Overstock Risk
40,60,40_60,16368.1,124.94732824427481,53.46274379019506,131,155083,242.02114868164062,1,88.21352725382185,330.23467593546246,8,999.5786259541985,Stock Sufficient,6175083167.459999,0.9997666411237147,C,Review Overstock Risk
14,54,14_54,16346.19,143.38763157894738,130.4958139857071,114,200898,212.6907196044922,1,215.3180930764167,428.0088126809089,4,573.5505263157895,Stock Sufficient,6175099513.649999,0.9997692876266083,C,Stock Sufficient
37,31,37_31,16202.119999999999,124.6316923076923,145.23718546062761,130,39910,180.11131286621094,4,479.2827120200711,1199.7279634849149,1,124.6316923076923,Reorder Required,6175115715.769999,0.9997719108040867,C,Reorder Required - Low Priority
18,60,18_60,16181.4,172.14255319148936,67.92345231255756,94,120653,254.25999450683594,1,112.07369631571997,366.3336908225559,1,172.14255319148936,Reorder Required,6175131897.169998,0.9997745306269276,C,Reorder Required - Low Priority
